sentence,sentence_CLAUSE,sentence_RC_attached,subj_NUM,subj_GEN,subj_ZIPF,obj_NUM,obj_GEN,obj_ZIPF,embed_NUM,embed_GEN,embed_ZIPF,verb_ZIPF
the queen who the girl likes sees the boys.,objwho,center_embedding,sg,f,4.86,pl,m,5.17,sg,f,5.38,4.59
the queen who the girl likes sees the kings.,objwho,center_embedding,sg,f,4.86,pl,m,5.17,sg,f,5.38,4.59
the queen who the man sees likes the woman.,objwho,center_embedding,sg,f,4.86,sg,f,5.35,sg,m,5.82,4.73
the queen who the man sees likes the girl.,objwho,center_embedding,sg,f,4.86,sg,f,5.38,sg,m,5.82,4.73
the queen who the man sees likes the boy.,objwho,center_embedding,sg,f,4.86,sg,m,5.17,sg,m,5.82,4.73
the queen who the man sees likes the king.,objwho,center_embedding,sg,f,4.86,sg,m,5.17,sg,m,5.82,4.73
the queen who the man sees likes the women.,objwho,center_embedding,sg,f,4.86,pl,f,5.35,sg,m,5.82,4.73
the queen who the man sees likes the girls.,objwho,center_embedding,sg,f,4.86,pl,f,5.38,sg,m,5.82,4.73
the queen who the man sees likes the boys.,objwho,center_embedding,sg,f,4.86,pl,m,5.17,sg,m,5.82,4.73
the queen who the man sees likes the kings.,objwho,center_embedding,sg,f,4.86,pl,m,5.17,sg,m,5.82,4.73
the queen who the man likes sees the woman.,objwho,center_embedding,sg,f,4.86,sg,f,5.35,sg,m,5.82,4.59
the queen who the man likes sees the girl.,objwho,center_embedding,sg,f,4.86,sg,f,5.38,sg,m,5.82,4.59
the queen who the man likes sees the boy.,objwho,center_embedding,sg,f,4.86,sg,m,5.17,sg,m,5.82,4.59
the queen who the man likes sees the king.,objwho,center_embedding,sg,f,4.86,sg,m,5.17,sg,m,5.82,4.59
the queen who the man likes sees the women.,objwho,center_embedding,sg,f,4.86,pl,f,5.35,sg,m,5.82,4.59
the queen who the man likes sees the girls.,objwho,center_embedding,sg,f,4.86,pl,f,5.38,sg,m,5.82,4.59
the queen who the man likes sees the boys.,objwho,center_embedding,sg,f,4.86,pl,m,5.17,sg,m,5.82,4.59
the queen who the man likes sees the kings.,objwho,center_embedding,sg,f,4.86,pl,m,5.17,sg,m,5.82,4.59
the queen who the boy sees likes the woman.,objwho,center_embedding,sg,f,4.86,sg,f,5.35,sg,m,5.17,4.73
the queen who the boy sees likes the girl.,objwho,center_embedding,sg,f,4.86,sg,f,5.38,sg,m,5.17,4.73
the queen who the boy sees likes the man.,objwho,center_embedding,sg,f,4.86,sg,m,5.82,sg,m,5.17,4.73
the queen who the boy sees likes the king.,objwho,center_embedding,sg,f,4.86,sg,m,5.17,sg,m,5.17,4.73
the queen who the boy sees likes the women.,objwho,center_embedding,sg,f,4.86,pl,f,5.35,sg,m,5.17,4.73
the queen who the boy sees likes the girls.,objwho,center_embedding,sg,f,4.86,pl,f,5.38,sg,m,5.17,4.73
the queen who the boy sees likes the men.,objwho,center_embedding,sg,f,4.86,pl,m,5.82,sg,m,5.17,4.73
the queen who the boy sees likes the kings.,objwho,center_embedding,sg,f,4.86,pl,m,5.17,sg,m,5.17,4.73
the queen who the boy likes sees the woman.,objwho,center_embedding,sg,f,4.86,sg,f,5.35,sg,m,5.17,4.59
the queen who the boy likes sees the girl.,objwho,center_embedding,sg,f,4.86,sg,f,5.38,sg,m,5.17,4.59
the queen who the boy likes sees the man.,objwho,center_embedding,sg,f,4.86,sg,m,5.82,sg,m,5.17,4.59
the queen who the boy likes sees the king.,objwho,center_embedding,sg,f,4.86,sg,m,5.17,sg,m,5.17,4.59
the queen who the boy likes sees the women.,objwho,center_embedding,sg,f,4.86,pl,f,5.35,sg,m,5.17,4.59
the queen who the boy likes sees the girls.,objwho,center_embedding,sg,f,4.86,pl,f,5.38,sg,m,5.17,4.59
the queen who the boy likes sees the men.,objwho,center_embedding,sg,f,4.86,pl,m,5.82,sg,m,5.17,4.59
the queen who the boy likes sees the kings.,objwho,center_embedding,sg,f,4.86,pl,m,5.17,sg,m,5.17,4.59
the queen who the king sees likes the woman.,objwho,center_embedding,sg,f,4.86,sg,f,5.35,sg,m,5.17,4.73
the queen who the king sees likes the girl.,objwho,center_embedding,sg,f,4.86,sg,f,5.38,sg,m,5.17,4.73
the queen who the king sees likes the man.,objwho,center_embedding,sg,f,4.86,sg,m,5.82,sg,m,5.17,4.73
the queen who the king sees likes the boy.,objwho,center_embedding,sg,f,4.86,sg,m,5.17,sg,m,5.17,4.73
the queen who the king sees likes the women.,objwho,center_embedding,sg,f,4.86,pl,f,5.35,sg,m,5.17,4.73
the queen who the king sees likes the girls.,objwho,center_embedding,sg,f,4.86,pl,f,5.38,sg,m,5.17,4.73
the queen who the king sees likes the men.,objwho,center_embedding,sg,f,4.86,pl,m,5.82,sg,m,5.17,4.73
the queen who the king sees likes the boys.,objwho,center_embedding,sg,f,4.86,pl,m,5.17,sg,m,5.17,4.73
the queen who the king likes sees the woman.,objwho,center_embedding,sg,f,4.86,sg,f,5.35,sg,m,5.17,4.59
the queen who the king likes sees the girl.,objwho,center_embedding,sg,f,4.86,sg,f,5.38,sg,m,5.17,4.59
the queen who the king likes sees the man.,objwho,center_embedding,sg,f,4.86,sg,m,5.82,sg,m,5.17,4.59
the queen who the king likes sees the boy.,objwho,center_embedding,sg,f,4.86,sg,m,5.17,sg,m,5.17,4.59
the queen who the king likes sees the women.,objwho,center_embedding,sg,f,4.86,pl,f,5.35,sg,m,5.17,4.59
the queen who the king likes sees the girls.,objwho,center_embedding,sg,f,4.86,pl,f,5.38,sg,m,5.17,4.59
the queen who the king likes sees the men.,objwho,center_embedding,sg,f,4.86,pl,m,5.82,sg,m,5.17,4.59
the queen who the king likes sees the boys.,objwho,center_embedding,sg,f,4.86,pl,m,5.17,sg,m,5.17,4.59
the queen who the women see likes the girl.,objwho,center_embedding,sg,f,4.86,sg,f,5.38,pl,f,5.35,4.73
the queen who the women see likes the man.,objwho,center_embedding,sg,f,4.86,sg,m,5.82,pl,f,5.35,4.73
the queen who the women see likes the boy.,objwho,center_embedding,sg,f,4.86,sg,m,5.17,pl,f,5.35,4.73
the queen who the women see likes the king.,objwho,center_embedding,sg,f,4.86,sg,m,5.17,pl,f,5.35,4.73
the queen who the women see likes the girls.,objwho,center_embedding,sg,f,4.86,pl,f,5.38,pl,f,5.35,4.73
the queen who the women see likes the men.,objwho,center_embedding,sg,f,4.86,pl,m,5.82,pl,f,5.35,4.73
the queen who the women see likes the boys.,objwho,center_embedding,sg,f,4.86,pl,m,5.17,pl,f,5.35,4.73
the queen who the women see likes the kings.,objwho,center_embedding,sg,f,4.86,pl,m,5.17,pl,f,5.35,4.73
the queen who the women like sees the girl.,objwho,center_embedding,sg,f,4.86,sg,f,5.38,pl,f,5.35,4.59
the queen who the women like sees the man.,objwho,center_embedding,sg,f,4.86,sg,m,5.82,pl,f,5.35,4.59
the queen who the women like sees the boy.,objwho,center_embedding,sg,f,4.86,sg,m,5.17,pl,f,5.35,4.59
the queen who the women like sees the king.,objwho,center_embedding,sg,f,4.86,sg,m,5.17,pl,f,5.35,4.59
the queen who the women like sees the girls.,objwho,center_embedding,sg,f,4.86,pl,f,5.38,pl,f,5.35,4.59
the queen who the women like sees the men.,objwho,center_embedding,sg,f,4.86,pl,m,5.82,pl,f,5.35,4.59
the queen who the women like sees the boys.,objwho,center_embedding,sg,f,4.86,pl,m,5.17,pl,f,5.35,4.59
the queen who the women like sees the kings.,objwho,center_embedding,sg,f,4.86,pl,m,5.17,pl,f,5.35,4.59
the queen who the girls see likes the woman.,objwho,center_embedding,sg,f,4.86,sg,f,5.35,pl,f,5.38,4.73
the queen who the girls see likes the man.,objwho,center_embedding,sg,f,4.86,sg,m,5.82,pl,f,5.38,4.73
the queen who the girls see likes the boy.,objwho,center_embedding,sg,f,4.86,sg,m,5.17,pl,f,5.38,4.73
the queen who the girls see likes the king.,objwho,center_embedding,sg,f,4.86,sg,m,5.17,pl,f,5.38,4.73
the queen who the girls see likes the women.,objwho,center_embedding,sg,f,4.86,pl,f,5.35,pl,f,5.38,4.73
the queen who the girls see likes the men.,objwho,center_embedding,sg,f,4.86,pl,m,5.82,pl,f,5.38,4.73
the queen who the girls see likes the boys.,objwho,center_embedding,sg,f,4.86,pl,m,5.17,pl,f,5.38,4.73
the queen who the girls see likes the kings.,objwho,center_embedding,sg,f,4.86,pl,m,5.17,pl,f,5.38,4.73
the queen who the girls like sees the woman.,objwho,center_embedding,sg,f,4.86,sg,f,5.35,pl,f,5.38,4.59
the queen who the girls like sees the man.,objwho,center_embedding,sg,f,4.86,sg,m,5.82,pl,f,5.38,4.59
the queen who the girls like sees the boy.,objwho,center_embedding,sg,f,4.86,sg,m,5.17,pl,f,5.38,4.59
the queen who the girls like sees the king.,objwho,center_embedding,sg,f,4.86,sg,m,5.17,pl,f,5.38,4.59
the queen who the girls like sees the women.,objwho,center_embedding,sg,f,4.86,pl,f,5.35,pl,f,5.38,4.59
the queen who the girls like sees the men.,objwho,center_embedding,sg,f,4.86,pl,m,5.82,pl,f,5.38,4.59
the queen who the girls like sees the boys.,objwho,center_embedding,sg,f,4.86,pl,m,5.17,pl,f,5.38,4.59
the queen who the girls like sees the kings.,objwho,center_embedding,sg,f,4.86,pl,m,5.17,pl,f,5.38,4.59
the queen who the men see likes the woman.,objwho,center_embedding,sg,f,4.86,sg,f,5.35,pl,m,5.82,4.73
the queen who the men see likes the girl.,objwho,center_embedding,sg,f,4.86,sg,f,5.38,pl,m,5.82,4.73
the queen who the men see likes the boy.,objwho,center_embedding,sg,f,4.86,sg,m,5.17,pl,m,5.82,4.73
the queen who the men see likes the king.,objwho,center_embedding,sg,f,4.86,sg,m,5.17,pl,m,5.82,4.73
the queen who the men see likes the women.,objwho,center_embedding,sg,f,4.86,pl,f,5.35,pl,m,5.82,4.73
the queen who the men see likes the girls.,objwho,center_embedding,sg,f,4.86,pl,f,5.38,pl,m,5.82,4.73
the queen who the men see likes the boys.,objwho,center_embedding,sg,f,4.86,pl,m,5.17,pl,m,5.82,4.73
the queen who the men see likes the kings.,objwho,center_embedding,sg,f,4.86,pl,m,5.17,pl,m,5.82,4.73
the queen who the men like sees the woman.,objwho,center_embedding,sg,f,4.86,sg,f,5.35,pl,m,5.82,4.59
the queen who the men like sees the girl.,objwho,center_embedding,sg,f,4.86,sg,f,5.38,pl,m,5.82,4.59
the queen who the men like sees the boy.,objwho,center_embedding,sg,f,4.86,sg,m,5.17,pl,m,5.82,4.59
the queen who the men like sees the king.,objwho,center_embedding,sg,f,4.86,sg,m,5.17,pl,m,5.82,4.59
the queen who the men like sees the women.,objwho,center_embedding,sg,f,4.86,pl,f,5.35,pl,m,5.82,4.59
the queen who the men like sees the girls.,objwho,center_embedding,sg,f,4.86,pl,f,5.38,pl,m,5.82,4.59
the queen who the men like sees the boys.,objwho,center_embedding,sg,f,4.86,pl,m,5.17,pl,m,5.82,4.59
the queen who the men like sees the kings.,objwho,center_embedding,sg,f,4.86,pl,m,5.17,pl,m,5.82,4.59
the queen who the boys see likes the woman.,objwho,center_embedding,sg,f,4.86,sg,f,5.35,pl,m,5.17,4.73
the queen who the boys see likes the girl.,objwho,center_embedding,sg,f,4.86,sg,f,5.38,pl,m,5.17,4.73
the queen who the boys see likes the man.,objwho,center_embedding,sg,f,4.86,sg,m,5.82,pl,m,5.17,4.73
the queen who the boys see likes the king.,objwho,center_embedding,sg,f,4.86,sg,m,5.17,pl,m,5.17,4.73
the queen who the boys see likes the women.,objwho,center_embedding,sg,f,4.86,pl,f,5.35,pl,m,5.17,4.73
the queen who the boys see likes the girls.,objwho,center_embedding,sg,f,4.86,pl,f,5.38,pl,m,5.17,4.73
the queen who the boys see likes the men.,objwho,center_embedding,sg,f,4.86,pl,m,5.82,pl,m,5.17,4.73
the queen who the boys see likes the kings.,objwho,center_embedding,sg,f,4.86,pl,m,5.17,pl,m,5.17,4.73
the queen who the boys like sees the woman.,objwho,center_embedding,sg,f,4.86,sg,f,5.35,pl,m,5.17,4.59
the queen who the boys like sees the girl.,objwho,center_embedding,sg,f,4.86,sg,f,5.38,pl,m,5.17,4.59
the queen who the boys like sees the man.,objwho,center_embedding,sg,f,4.86,sg,m,5.82,pl,m,5.17,4.59
the queen who the boys like sees the king.,objwho,center_embedding,sg,f,4.86,sg,m,5.17,pl,m,5.17,4.59
the queen who the boys like sees the women.,objwho,center_embedding,sg,f,4.86,pl,f,5.35,pl,m,5.17,4.59
the queen who the boys like sees the girls.,objwho,center_embedding,sg,f,4.86,pl,f,5.38,pl,m,5.17,4.59
the queen who the boys like sees the men.,objwho,center_embedding,sg,f,4.86,pl,m,5.82,pl,m,5.17,4.59
the queen who the boys like sees the kings.,objwho,center_embedding,sg,f,4.86,pl,m,5.17,pl,m,5.17,4.59
the queen who the kings see likes the woman.,objwho,center_embedding,sg,f,4.86,sg,f,5.35,pl,m,5.17,4.73
the queen who the kings see likes the girl.,objwho,center_embedding,sg,f,4.86,sg,f,5.38,pl,m,5.17,4.73
the queen who the kings see likes the man.,objwho,center_embedding,sg,f,4.86,sg,m,5.82,pl,m,5.17,4.73
the queen who the kings see likes the boy.,objwho,center_embedding,sg,f,4.86,sg,m,5.17,pl,m,5.17,4.73
the queen who the kings see likes the women.,objwho,center_embedding,sg,f,4.86,pl,f,5.35,pl,m,5.17,4.73
the queen who the kings see likes the girls.,objwho,center_embedding,sg,f,4.86,pl,f,5.38,pl,m,5.17,4.73
the queen who the kings see likes the men.,objwho,center_embedding,sg,f,4.86,pl,m,5.82,pl,m,5.17,4.73
the queen who the kings see likes the boys.,objwho,center_embedding,sg,f,4.86,pl,m,5.17,pl,m,5.17,4.73
the queen who the kings like sees the woman.,objwho,center_embedding,sg,f,4.86,sg,f,5.35,pl,m,5.17,4.59
the queen who the kings like sees the girl.,objwho,center_embedding,sg,f,4.86,sg,f,5.38,pl,m,5.17,4.59
the queen who the kings like sees the man.,objwho,center_embedding,sg,f,4.86,sg,m,5.82,pl,m,5.17,4.59
the queen who the kings like sees the boy.,objwho,center_embedding,sg,f,4.86,sg,m,5.17,pl,m,5.17,4.59
the queen who the kings like sees the women.,objwho,center_embedding,sg,f,4.86,pl,f,5.35,pl,m,5.17,4.59
the queen who the kings like sees the girls.,objwho,center_embedding,sg,f,4.86,pl,f,5.38,pl,m,5.17,4.59
the queen who the kings like sees the men.,objwho,center_embedding,sg,f,4.86,pl,m,5.82,pl,m,5.17,4.59
the queen who the kings like sees the boys.,objwho,center_embedding,sg,f,4.86,pl,m,5.17,pl,m,5.17,4.59
the man who sees the woman likes the girl.,subjwho,center_embedding,sg,m,5.82,sg,f,5.38,sg,f,5.35,4.73
the man who sees the woman likes the queen.,subjwho,center_embedding,sg,m,5.82,sg,f,4.86,sg,f,5.35,4.73
the man who sees the woman likes the boy.,subjwho,center_embedding,sg,m,5.82,sg,m,5.17,sg,f,5.35,4.73
the man who sees the woman likes the king.,subjwho,center_embedding,sg,m,5.82,sg,m,5.17,sg,f,5.35,4.73
the man who sees the woman likes the girls.,subjwho,center_embedding,sg,m,5.82,pl,f,5.38,sg,f,5.35,4.73
the man who sees the woman likes the ladies.,subjwho,center_embedding,sg,m,5.82,pl,f,4.86,sg,f,5.35,4.73
the man who sees the woman likes the boys.,subjwho,center_embedding,sg,m,5.82,pl,m,5.17,sg,f,5.35,4.73
the man who sees the woman likes the kings.,subjwho,center_embedding,sg,m,5.82,pl,m,5.17,sg,f,5.35,4.73
the man who sees the girl likes the woman.,subjwho,center_embedding,sg,m,5.82,sg,f,5.35,sg,f,5.38,4.73
the man who sees the girl likes the queen.,subjwho,center_embedding,sg,m,5.82,sg,f,4.86,sg,f,5.38,4.73
the man who sees the girl likes the boy.,subjwho,center_embedding,sg,m,5.82,sg,m,5.17,sg,f,5.38,4.73
the man who sees the girl likes the king.,subjwho,center_embedding,sg,m,5.82,sg,m,5.17,sg,f,5.38,4.73
the man who sees the girl likes the women.,subjwho,center_embedding,sg,m,5.82,pl,f,5.35,sg,f,5.38,4.73
the man who sees the girl likes the ladies.,subjwho,center_embedding,sg,m,5.82,pl,f,4.86,sg,f,5.38,4.73
the man who sees the girl likes the boys.,subjwho,center_embedding,sg,m,5.82,pl,m,5.17,sg,f,5.38,4.73
the man who sees the girl likes the kings.,subjwho,center_embedding,sg,m,5.82,pl,m,5.17,sg,f,5.38,4.73
the man who sees the queen likes the woman.,subjwho,center_embedding,sg,m,5.82,sg,f,5.35,sg,f,4.86,4.73
the man who sees the queen likes the girl.,subjwho,center_embedding,sg,m,5.82,sg,f,5.38,sg,f,4.86,4.73
the man who sees the queen likes the boy.,subjwho,center_embedding,sg,m,5.82,sg,m,5.17,sg,f,4.86,4.73
the man who sees the queen likes the king.,subjwho,center_embedding,sg,m,5.82,sg,m,5.17,sg,f,4.86,4.73
the man who sees the queen likes the women.,subjwho,center_embedding,sg,m,5.82,pl,f,5.35,sg,f,4.86,4.73
the man who sees the queen likes the girls.,subjwho,center_embedding,sg,m,5.82,pl,f,5.38,sg,f,4.86,4.73
the man who sees the queen likes the boys.,subjwho,center_embedding,sg,m,5.82,pl,m,5.17,sg,f,4.86,4.73
the man who sees the queen likes the kings.,subjwho,center_embedding,sg,m,5.82,pl,m,5.17,sg,f,4.86,4.73
the man who sees the boy likes the woman.,subjwho,center_embedding,sg,m,5.82,sg,f,5.35,sg,m,5.17,4.73
the man who sees the boy likes the girl.,subjwho,center_embedding,sg,m,5.82,sg,f,5.38,sg,m,5.17,4.73
the man who sees the boy likes the queen.,subjwho,center_embedding,sg,m,5.82,sg,f,4.86,sg,m,5.17,4.73
the man who sees the boy likes the king.,subjwho,center_embedding,sg,m,5.82,sg,m,5.17,sg,m,5.17,4.73
the man who sees the boy likes the women.,subjwho,center_embedding,sg,m,5.82,pl,f,5.35,sg,m,5.17,4.73
the man who sees the boy likes the girls.,subjwho,center_embedding,sg,m,5.82,pl,f,5.38,sg,m,5.17,4.73
the man who sees the boy likes the ladies.,subjwho,center_embedding,sg,m,5.82,pl,f,4.86,sg,m,5.17,4.73
the man who sees the boy likes the kings.,subjwho,center_embedding,sg,m,5.82,pl,m,5.17,sg,m,5.17,4.73
the man who sees the king likes the woman.,subjwho,center_embedding,sg,m,5.82,sg,f,5.35,sg,m,5.17,4.73
the man who sees the king likes the girl.,subjwho,center_embedding,sg,m,5.82,sg,f,5.38,sg,m,5.17,4.73
the man who sees the king likes the queen.,subjwho,center_embedding,sg,m,5.82,sg,f,4.86,sg,m,5.17,4.73
the man who sees the king likes the boy.,subjwho,center_embedding,sg,m,5.82,sg,m,5.17,sg,m,5.17,4.73
the man who sees the king likes the women.,subjwho,center_embedding,sg,m,5.82,pl,f,5.35,sg,m,5.17,4.73
the man who sees the king likes the girls.,subjwho,center_embedding,sg,m,5.82,pl,f,5.38,sg,m,5.17,4.73
the man who sees the king likes the ladies.,subjwho,center_embedding,sg,m,5.82,pl,f,4.86,sg,m,5.17,4.73
the man who sees the king likes the boys.,subjwho,center_embedding,sg,m,5.82,pl,m,5.17,sg,m,5.17,4.73
the man who sees the women likes the girl.,subjwho,center_embedding,sg,m,5.82,sg,f,5.38,pl,f,5.35,4.73
the man who sees the women likes the queen.,subjwho,center_embedding,sg,m,5.82,sg,f,4.86,pl,f,5.35,4.73
the man who sees the women likes the boy.,subjwho,center_embedding,sg,m,5.82,sg,m,5.17,pl,f,5.35,4.73
the man who sees the women likes the king.,subjwho,center_embedding,sg,m,5.82,sg,m,5.17,pl,f,5.35,4.73
the man who sees the women likes the girls.,subjwho,center_embedding,sg,m,5.82,pl,f,5.38,pl,f,5.35,4.73
the man who sees the women likes the ladies.,subjwho,center_embedding,sg,m,5.82,pl,f,4.86,pl,f,5.35,4.73
the man who sees the women likes the boys.,subjwho,center_embedding,sg,m,5.82,pl,m,5.17,pl,f,5.35,4.73
the man who sees the women likes the kings.,subjwho,center_embedding,sg,m,5.82,pl,m,5.17,pl,f,5.35,4.73
the man who sees the girls likes the woman.,subjwho,center_embedding,sg,m,5.82,sg,f,5.35,pl,f,5.38,4.73
the man who sees the girls likes the queen.,subjwho,center_embedding,sg,m,5.82,sg,f,4.86,pl,f,5.38,4.73
the man who sees the girls likes the boy.,subjwho,center_embedding,sg,m,5.82,sg,m,5.17,pl,f,5.38,4.73
the man who sees the girls likes the king.,subjwho,center_embedding,sg,m,5.82,sg,m,5.17,pl,f,5.38,4.73
the man who sees the girls likes the women.,subjwho,center_embedding,sg,m,5.82,pl,f,5.35,pl,f,5.38,4.73
the man who sees the girls likes the ladies.,subjwho,center_embedding,sg,m,5.82,pl,f,4.86,pl,f,5.38,4.73
the man who sees the girls likes the boys.,subjwho,center_embedding,sg,m,5.82,pl,m,5.17,pl,f,5.38,4.73
the man who sees the girls likes the kings.,subjwho,center_embedding,sg,m,5.82,pl,m,5.17,pl,f,5.38,4.73
the man who sees the ladies likes the woman.,subjwho,center_embedding,sg,m,5.82,sg,f,5.35,pl,f,4.86,4.73
the man who sees the ladies likes the girl.,subjwho,center_embedding,sg,m,5.82,sg,f,5.38,pl,f,4.86,4.73
the man who sees the ladies likes the boy.,subjwho,center_embedding,sg,m,5.82,sg,m,5.17,pl,f,4.86,4.73
the man who sees the ladies likes the king.,subjwho,center_embedding,sg,m,5.82,sg,m,5.17,pl,f,4.86,4.73
the man who sees the ladies likes the women.,subjwho,center_embedding,sg,m,5.82,pl,f,5.35,pl,f,4.86,4.73
the man who sees the ladies likes the girls.,subjwho,center_embedding,sg,m,5.82,pl,f,5.38,pl,f,4.86,4.73
the man who sees the ladies likes the boys.,subjwho,center_embedding,sg,m,5.82,pl,m,5.17,pl,f,4.86,4.73
the man who sees the ladies likes the kings.,subjwho,center_embedding,sg,m,5.82,pl,m,5.17,pl,f,4.86,4.73
the man who sees the boys likes the woman.,subjwho,center_embedding,sg,m,5.82,sg,f,5.35,pl,m,5.17,4.73
the man who sees the boys likes the girl.,subjwho,center_embedding,sg,m,5.82,sg,f,5.38,pl,m,5.17,4.73
the man who sees the boys likes the queen.,subjwho,center_embedding,sg,m,5.82,sg,f,4.86,pl,m,5.17,4.73
the man who sees the boys likes the king.,subjwho,center_embedding,sg,m,5.82,sg,m,5.17,pl,m,5.17,4.73
the man who sees the boys likes the women.,subjwho,center_embedding,sg,m,5.82,pl,f,5.35,pl,m,5.17,4.73
the man who sees the boys likes the girls.,subjwho,center_embedding,sg,m,5.82,pl,f,5.38,pl,m,5.17,4.73
the man who sees the boys likes the ladies.,subjwho,center_embedding,sg,m,5.82,pl,f,4.86,pl,m,5.17,4.73
the man who sees the boys likes the kings.,subjwho,center_embedding,sg,m,5.82,pl,m,5.17,pl,m,5.17,4.73
the man who sees the kings likes the woman.,subjwho,center_embedding,sg,m,5.82,sg,f,5.35,pl,m,5.17,4.73
the man who sees the kings likes the girl.,subjwho,center_embedding,sg,m,5.82,sg,f,5.38,pl,m,5.17,4.73
the man who sees the kings likes the queen.,subjwho,center_embedding,sg,m,5.82,sg,f,4.86,pl,m,5.17,4.73
the man who sees the kings likes the boy.,subjwho,center_embedding,sg,m,5.82,sg,m,5.17,pl,m,5.17,4.73
the man who sees the kings likes the women.,subjwho,center_embedding,sg,m,5.82,pl,f,5.35,pl,m,5.17,4.73
the man who sees the kings likes the girls.,subjwho,center_embedding,sg,m,5.82,pl,f,5.38,pl,m,5.17,4.73
the man who sees the kings likes the ladies.,subjwho,center_embedding,sg,m,5.82,pl,f,4.86,pl,m,5.17,4.73
the man who sees the kings likes the boys.,subjwho,center_embedding,sg,m,5.82,pl,m,5.17,pl,m,5.17,4.73
the man who likes the woman sees the girl.,subjwho,center_embedding,sg,m,5.82,sg,f,5.38,sg,f,5.35,4.59
the man who likes the woman sees the queen.,subjwho,center_embedding,sg,m,5.82,sg,f,4.86,sg,f,5.35,4.59
the man who likes the woman sees the boy.,subjwho,center_embedding,sg,m,5.82,sg,m,5.17,sg,f,5.35,4.59
the man who likes the woman sees the king.,subjwho,center_embedding,sg,m,5.82,sg,m,5.17,sg,f,5.35,4.59
the man who likes the woman sees the girls.,subjwho,center_embedding,sg,m,5.82,pl,f,5.38,sg,f,5.35,4.59
the man who likes the woman sees the ladies.,subjwho,center_embedding,sg,m,5.82,pl,f,4.86,sg,f,5.35,4.59
the man who likes the woman sees the boys.,subjwho,center_embedding,sg,m,5.82,pl,m,5.17,sg,f,5.35,4.59
the man who likes the woman sees the kings.,subjwho,center_embedding,sg,m,5.82,pl,m,5.17,sg,f,5.35,4.59
the man who likes the girl sees the woman.,subjwho,center_embedding,sg,m,5.82,sg,f,5.35,sg,f,5.38,4.59
the man who likes the girl sees the queen.,subjwho,center_embedding,sg,m,5.82,sg,f,4.86,sg,f,5.38,4.59
the man who likes the girl sees the boy.,subjwho,center_embedding,sg,m,5.82,sg,m,5.17,sg,f,5.38,4.59
the man who likes the girl sees the king.,subjwho,center_embedding,sg,m,5.82,sg,m,5.17,sg,f,5.38,4.59
the man who likes the girl sees the women.,subjwho,center_embedding,sg,m,5.82,pl,f,5.35,sg,f,5.38,4.59
the man who likes the girl sees the ladies.,subjwho,center_embedding,sg,m,5.82,pl,f,4.86,sg,f,5.38,4.59
the man who likes the girl sees the boys.,subjwho,center_embedding,sg,m,5.82,pl,m,5.17,sg,f,5.38,4.59
the man who likes the girl sees the kings.,subjwho,center_embedding,sg,m,5.82,pl,m,5.17,sg,f,5.38,4.59
the man who likes the queen sees the woman.,subjwho,center_embedding,sg,m,5.82,sg,f,5.35,sg,f,4.86,4.59
the man who likes the queen sees the girl.,subjwho,center_embedding,sg,m,5.82,sg,f,5.38,sg,f,4.86,4.59
the man who likes the queen sees the boy.,subjwho,center_embedding,sg,m,5.82,sg,m,5.17,sg,f,4.86,4.59
the man who likes the queen sees the king.,subjwho,center_embedding,sg,m,5.82,sg,m,5.17,sg,f,4.86,4.59
the man who likes the queen sees the women.,subjwho,center_embedding,sg,m,5.82,pl,f,5.35,sg,f,4.86,4.59
the man who likes the queen sees the girls.,subjwho,center_embedding,sg,m,5.82,pl,f,5.38,sg,f,4.86,4.59
the man who likes the queen sees the boys.,subjwho,center_embedding,sg,m,5.82,pl,m,5.17,sg,f,4.86,4.59
the man who likes the queen sees the kings.,subjwho,center_embedding,sg,m,5.82,pl,m,5.17,sg,f,4.86,4.59
the man who likes the boy sees the woman.,subjwho,center_embedding,sg,m,5.82,sg,f,5.35,sg,m,5.17,4.59
the man who likes the boy sees the girl.,subjwho,center_embedding,sg,m,5.82,sg,f,5.38,sg,m,5.17,4.59
the man who likes the boy sees the queen.,subjwho,center_embedding,sg,m,5.82,sg,f,4.86,sg,m,5.17,4.59
the man who likes the boy sees the king.,subjwho,center_embedding,sg,m,5.82,sg,m,5.17,sg,m,5.17,4.59
the man who likes the boy sees the women.,subjwho,center_embedding,sg,m,5.82,pl,f,5.35,sg,m,5.17,4.59
the man who likes the boy sees the girls.,subjwho,center_embedding,sg,m,5.82,pl,f,5.38,sg,m,5.17,4.59
the man who likes the boy sees the ladies.,subjwho,center_embedding,sg,m,5.82,pl,f,4.86,sg,m,5.17,4.59
the man who likes the boy sees the kings.,subjwho,center_embedding,sg,m,5.82,pl,m,5.17,sg,m,5.17,4.59
the man who likes the king sees the woman.,subjwho,center_embedding,sg,m,5.82,sg,f,5.35,sg,m,5.17,4.59
the man who likes the king sees the girl.,subjwho,center_embedding,sg,m,5.82,sg,f,5.38,sg,m,5.17,4.59
the man who likes the king sees the queen.,subjwho,center_embedding,sg,m,5.82,sg,f,4.86,sg,m,5.17,4.59
the man who likes the king sees the boy.,subjwho,center_embedding,sg,m,5.82,sg,m,5.17,sg,m,5.17,4.59
the man who likes the king sees the women.,subjwho,center_embedding,sg,m,5.82,pl,f,5.35,sg,m,5.17,4.59
